contract_id,contract_reg_type_id,contract_reg_type_en,contract_start_date,contract_end_date,contract_amount,annual_amount,no_of_prop,line_number,is_free_hold,ejari_bus_property_type_id,ejari_bus_property_type_en,ejari_property_type_id,ejari_property_type_en,ejari_property_sub_type_id,ejari_property_sub_type_en,property_usage_en,project_number,project_name_en,master_project_en,area_id,area_name_en,actual_area,nearest_landmark_en,nearest_metro_en,nearest_mall_en,tenant_type_id,tenant_type_en
CNT1938665602,2,Renew,20-06-2022,19-06-2023,30000,30000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,361,Muhaisanah Fourth,100.0,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,1.0,Person
CNT1863535090,1,New,20-03-2022,19-03-2023,105000,105000,1,1,1,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,40.0,SULAFA TOWER,Dubai Marina,330,Marsa Dubai,160.0,Burj Al Arab,Mina Seyahi,Marina Mall,1.0,Person
CNT499653535,1,New,01-11-2016,31-10-2017,150000,150000,1,1,0,4,Villa,19.0,Complex Villas,4.0,4 bed rooms+hall,Residential,,,,232,Mirdif,1858.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT2091029744,2,Renew,01-08-2023,31-07-2024,55125,55125,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,355,Al Nahda First,100.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CNT385382093,2,Renew,01-01-2016,31-12-2016,74800,74800,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,244,Al Murqabat,175.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT2033055070,2,Renew,17-10-2022,16-10-2023,23000,23000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,249,Al Muteena,,Dubai International Airport,Abu Baker Al Siddique Metro Station,Dubai Mall,1.0,Person
CRT205628066,1,New,30-03-2014,29-03-2015,48000,48000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,815.0,DANA TOWER,Jumeirah Village Circle,441,Al Barsha South Fourth,51.0,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1.0,Person
CRT1499244936,1,New,30-04-2021,29-04-2022,34500,34500,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Dubai Investment Park First,458,Dubai Investment Park First,83.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT1816143964,2,Renew,01-01-2022,31-12-2022,75000,75000,1,1,0,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,,,,232,Mirdif,232.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT2024949769,1,New,03-11-2022,02-11-2023,20000,20000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,362,Naif,28.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CNT1981869295,2,Renew,10-08-2022,09-08-2023,39600,39600,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Silicon Oasis,484,Nadd Hessa,62.0,IMG World Adventures,,,1.0,Person
CNT1021086443,1,New,01-05-2019,30-04-2020,120000,120000,20,20,1,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,395,Jabal Ali Industrial First,11.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CRT623016336,1,New,20-03-2017,19-03-2018,110000,110000,1,1,0,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,,,,232,Mirdif,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT2045200651,1,New,02-02-2023,01-02-2026,484248,161416,2,2,1,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,International City Phase 1,343,Al Warsan First,24.0,,Rashidiya Metro Station,City Centre Mirdif,2.0,Authority
CRT352651846,1,New,03-08-2015,02-08-2016,78750,78750,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,1140.0,OLYMPIC PARK 2,Dubai Sports City,435,Al Hebiah Fourth,135.0,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1.0,Person
CNT475388609,2,Renew,15-02-2016,14-02-2017,49077,49077,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,234,Hor Al Anz East,66.0,Dubai International Airport,Al Qiyadah Metro Station,City Centre Mirdif,1.0,Person
CNT1988863018,1,New,22-05-2021,21-09-2024,293535,97845,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,242,Al Ras,91.0,Dubai International Airport,Al Ras Metro Station,Dubai Mall,2.0,Authority
CNT1937046593,1,New,01-09-2022,31-08-2027,7000000,1400000,40,24,0,2,Unit,24.0,Hotel,521.0,Hotel,Commercial,,,,237,Al Sabkha,11.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CRT1739473246,2,Renew,31-10-2021,30-10-2022,95000,95000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,Burj Khalifa,390,Burj Khalifa,127.0,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT421277933,1,New,01-04-2016,31-03-2018,9402000,4701000,90,34,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Silicon Oasis,484,Nadd Hessa,44.0,IMG World Adventures,,,2.0,Authority
CNT796504975,2,Renew,14-12-2017,13-12-2018,257363,257363,1,1,1,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,International City Phase 1,343,Al Warsan First,109.0,,Rashidiya Metro Station,City Centre Mirdif,2.0,Authority
CNT1163126851,2,Renew,01-01-2020,31-12-2020,18000,18000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,264,Nad Al Hamar,16.0,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2.0,Authority
CNT865676104,1,New,01-12-2018,30-11-2021,195000,65000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,Residential Complex,467,Wadi Al Safa 5,114.0,IMG World Adventures,,,2.0,Authority
CNT323229592,2,Renew,13-05-2015,12-05-2016,62920,62920,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,301,Al Nahda Second,881.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CRT841792046,1,New,17-02-2018,16-02-2019,60000,60000,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,,,Jumeirah Lakes Towers,350,Al Thanyah Fifth,192.0,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,2.0,Authority
CNT1486139241,1,New,06-07-2021,05-07-2022,45000,45000,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,46.0,BURLINGTON TOWER,Business Bay,526,Business Bay,76.0,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1.0,Person
CRT874664186,1,New,01-11-2018,31-10-2019,2000000,2000000,84,54,1,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,395,Jabal Ali Industrial First,13.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT2090009563,1,New,15-08-2023,14-08-2024,20000,20000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,339,Al Mararr,22.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,2.0,Authority
CNT2007975285,1,New,01-05-2022,31-10-2022,54000,108000,10,10,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,395,Jabal Ali Industrial First,13.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT1304919827,1,New,01-10-2020,30-09-2021,20000,20000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,362,Naif,50.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,2.0,Authority
CNT621604733,2,Renew,27-04-2017,26-04-2018,50000,50000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,339,Al Mararr,1.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT693351997,2,Renew,15-09-2017,14-09-2018,84000,84000,2,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,233,Hor Al Anz,26.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,,2.0,Authority
CRT743277136,2,Renew,27-11-2017,26-11-2018,76000,76000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,1326.0,LIVING LEGENDS PHASE 7,Living Legends,465,Wadi Al Safa 3,130.0,,,,1.0,Person
CNT103473310,2,Renew,01-01-2013,31-12-2013,84000,84000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,244,Al Murqabat,125.0,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,1.0,Person
CNT1536643034,2,Renew,01-09-2021,31-08-2022,1404176,1404176,6,5,1,2,Unit,2.0,Office,422.0,Office,Commercial,,,TECOM Site A,371,Al Safouh Second,221.0,Burj Al Arab,Palm Jumeirah,Marina Mall,2.0,Authority
CNT924197189,1,New,10-01-2019,09-01-2020,80000,80000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,355,Al Nahda First,139.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CNT254141822,2,Renew,10-08-2014,09-08-2015,170000,170000,1,1,0,4,Villa,19.0,Complex Villas,4.0,4 bed rooms+hall,Residential,,,,276,Al Bada,1.0,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT1993471733,1,New,07-09-2022,06-09-2023,15000,15000,1,1,0,2,Unit,903.0,Studio ,11.0,Studio,Residential,,,,235,Eyal Nasser,25.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,2.0,Authority
CNT1034289926,2,Renew,20-05-2019,19-05-2020,35000,35000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,International City Phase 1,343,Al Warsan First,67.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT855835418,2,Renew,05-09-2018,04-09-2019,44000,44000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,233,Hor Al Anz,50.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,City Centre Mirdif,1.0,Person
CNT1816258140,1,New,25-01-2022,24-01-2023,30000,30000,1,1,1,2,Unit,903.0,Studio ,11.0,Studio,Residential,1527.0,AL KHAIL HEIGHTS,,348,Al Goze Fourth,58.0,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,1.0,Person
CNT1457752569,2,Renew,15-07-2021,14-07-2022,641116,641116,4,4,1,2,Unit,2.0,Office,422.0,Office,Commercial,1280.0,BAY SQUARE,Business Bay,526,Business Bay,150.0,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2.0,Authority
CNT297068302,2,Renew,01-04-2015,31-03-2016,67000,67000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,271,Al Karama,133.0,Burj Khalifa,ADCB Metro Station,Dubai Mall,2.0,Authority
CNT182972006,1,New,12-01-2014,11-01-2015,55000,55000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,342,Ras Al Khor Industrial Third,55.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CRT1300930496,1,New,05-10-2020,04-10-2021,100000,100000,1,1,1,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,The Greens,351,Al Thanyah Third,153.0,Burj Al Arab,Dubai Internet City,Marina Mall,1.0,Person
CNT2083966575,1,New,10-06-2023,09-07-2024,27000,27000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Majan,465,Wadi Al Safa 3,31.0,IMG World Adventures,,,1.0,Person
CNT2057603013,2,Renew,21-01-2023,20-01-2024,230087,230087,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,238,Al Dhagaya,88.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,2.0,Authority
CRT988914436,1,New,24-03-2019,23-03-2020,60000,60000,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,979.0,AG TOWER,Jumeirah Lakes Towers,350,Al Thanyah Fifth,59.0,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,2.0,Authority
CRT322267896,1,New,15-05-2015,14-05-2016,270000,270000,1,1,1,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,,,Arabian Ranches - Savannah,434,Wadi Al Safa 6,600.0,Global Village,,,2.0,Authority
CNT845186249,1,New,01-07-2018,30-06-2019,1336320,1336320,32,12,0,2,Unit,608333806.0,Portacabin,608333096.0,Portacabin Rooms,Residential,,,,481,Hessyan Second,16.0,Dubai Parks and Resorts,,,2.0,Authority
CNT677821748,1,New,01-11-2016,31-10-2017,3010200,3010200,174,122,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,372,Al Goze Industrial Second,18.0,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,2.0,Authority
CNT103199207,1,New,10-11-2012,09-11-2013,73000,73000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,TECOM Site C,443,Al Thanyah First,78.0,Burj Al Arab,Dubai Internet City,Mall of the Emirates,1.0,Person
CNT822836191,1,New,08-07-2018,07-07-2019,65000,65000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,368,Al Barsha First,89.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,2.0,Authority
CNT1370063205,2,Renew,01-01-2021,31-12-2021,252840,252840,4,2,0,2,Unit,6.0,Showroom,421.0,Shop,Commercial,,,,367,Al Suq Al Kabeer,22.0,Dubai International Airport,Al Fahidi Metro Station,Dubai Mall,2.0,Authority
CNT68393,1,New,20-11-2011,19-11-2012,75000,75000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,234,Hor Al Anz East,426.0,Dubai International Airport,Abu Hail Metro Station,City Centre Mirdif,1.0,Person
CNT1027270767,1,New,01-05-2019,30-04-2022,9660000,3220000,90,31,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,372,Al Goze Industrial Second,17.0,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,2.0,Authority
CNT1177134849,2,Renew,26-12-2019,24-01-2021,99814,92365,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,378,Al Garhoud,119.0,Dubai International Airport,GGICO Metro Station,City Centre Mirdif,1.0,Person
CNT644001680,1,New,26-04-2017,25-05-2018,175000,161538,1,1,1,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,,463,Wadi Al Safa 7,393.0,Dubai Cycling Course,,,1.0,Person
CNT2072437137,2,Renew,14-03-2023,13-03-2024,41800,41800,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,342,Ras Al Khor Industrial Third,92.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT815809720,1,New,15-06-2018,14-06-2019,62500,62500,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,278,Mankhool,68.0,Burj Khalifa,ADCB Metro Station,Dubai Mall,1.0,Person
CNT1533673285,2,Renew,08-08-2021,07-08-2022,21000,21000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,305,Al Qusais First,37.0,Dubai International Airport,Airport Free Zone,City Centre Mirdif,1.0,Person
CNT810275665,2,Renew,10-04-2018,09-04-2019,50000,50000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,271,Al Karama,46.0,Burj Khalifa,ADCB Metro Station,Dubai Mall,1.0,Person
CNT152250759,1,New,02-06-2013,01-06-2014,168000,168000,10,9,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,309,Al Goze Industrial Third,11.0,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2.0,Authority
CNT992034340,2,Renew,28-03-2019,27-03-2020,36000,36000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Discovery Gardens,445,Jabal Ali First,49.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CNT1513204471,1,New,01-06-2021,30-11-2021,11500,23000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,International City Phase 1,343,Al Warsan First,38.0,,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CRT304522216,1,New,01-01-2015,31-12-2015,55000,55000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,233,Hor Al Anz,21.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,,2.0,Authority
CNT1503845124,1,New,05-08-2021,04-08-2022,40000,40000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,297,Al Warqa First,1.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT1079737128,1,New,01-10-2019,30-09-2020,55000,55000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,TECOM Site C,443,Al Thanyah First,0.0,Burj Al Arab,Dubai Internet City,Mall of the Emirates,1.0,Person
CNT561693908,2,Renew,09-01-2017,08-01-2018,69457,69457,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,271,Al Karama,34.0,Dubai International Airport,ADCB Metro Station,Dubai Mall,1.0,Person
CNT1544385525,1,New,01-09-2021,30-06-2022,35833,43000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,368,Al Barsha First,74.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CNT959755220,2,Renew,01-03-2019,28-02-2020,59000,59170,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,276,Al Bada,79.0,Burj Khalifa,Trade Centre Metro Station,Dubai Mall,1.0,Person
CNT295305975,1,New,17-03-2015,16-03-2016,26000,26000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,233,Hor Al Anz,16.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,City Centre Mirdif,2.0,Authority
CNT1323979022,1,New,07-11-2020,15-01-2022,72000,72000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,TECOM Site C,443,Al Thanyah First,156.0,Burj Al Arab,Dubai Internet City,Mall of the Emirates,1.0,Person
CNT352494310,2,Renew,29-06-2015,28-06-2016,56340,56340,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,271,Al Karama,35.0,Burj Khalifa,ADCB Metro Station,Dubai Mall,2.0,Authority
CNT1872617271,2,Renew,20-08-2021,19-08-2022,25000,25000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,234,Hor Al Anz East,46.0,Dubai International Airport,Al Qiyadah Metro Station,City Centre Mirdif,1.0,Person
CNT1189665655,2,Renew,01-02-2020,31-01-2021,28000,28000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,235,Eyal Nasser,29.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,2.0,Authority
CNT353770344,2,Renew,01-08-2015,31-07-2016,64900,64900,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,98.0,THE BRIDGE,Dubai Sports City,435,Al Hebiah Fourth,51.0,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2.0,Authority
CRT2090946756,2,Renew,01-09-2023,31-08-2028,50000,10000,188,87,1,2,Unit,24.0,Hotel,521.0,Hotel,Commercial,,,Jumeriah Beach Residence  - JBR,330,Marsa Dubai,125.0,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1.0,Person
CNT421810972,2,Renew,01-01-2016,31-12-2016,236647,236647,2,2,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,362,Naif,11.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CNT1706668369,1,New,01-11-2021,30-11-2022,44000,44000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,269,Al Hamriya,74.0,Dubai International Airport,Al Fahidi Metro Station,Dubai Mall,1.0,Person
CNT1547117523,2,Renew,20-08-2021,19-08-2022,50000,50000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1853.0,CASA FLORES AND EDEN APARTMENTS,Motor City,444,Al Hebiah First,92.0,Motor City,Dubai Internet City,Mall of the Emirates,1.0,Person
CNT1784206023,1,New,01-12-2021,30-11-2022,26000,26000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,367,Al Suq Al Kabeer,14.0,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,1.0,Person
CNT1018515352,2,Renew,01-02-2019,31-01-2020,90000,90000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,234,Hor Al Anz East,140.0,Dubai International Airport,Abu Hail Metro Station,City Centre Mirdif,1.0,Person
CRT1385689926,1,New,31-10-2020,01-11-2021,157000,157000,1,1,1,4,Villa,841.0,Villa,5.0,5 bed rooms+hall,Residential,1389.0,DAMAC HILLS - THE FIELD,DAMAC HILLS,523,Al Hebiah Third,477.0,Motor City,,,1.0,Person
CNT814447929,1,New,01-06-2018,31-05-2019,78000,78000,2,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,339,Al Mararr,23.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CRT1122382606,2,Renew,28-11-2019,27-11-2020,76000,76000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,The Greens,351,Al Thanyah Third,70.0,Burj Al Arab,Nakheel Metro Station,Marina Mall,1.0,Person
CRT1189471496,1,New,13-03-2020,12-03-2021,60000,60000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Dubai Marina,330,Marsa Dubai,71.0,Burj Al Arab,Marina Mall Metro Station,Marina Mall,1.0,Person
CNT828385513,1,New,01-06-2018,30-11-2018,691200,1382400,32,6,0,2,Unit,608333806.0,Portacabin,608333096.0,Portacabin Rooms,Residential,,,,481,Hessyan Second,16.0,Dubai Parks and Resorts,,,2.0,Authority
CNT2085618330,2,Renew,28-06-2023,27-06-2024,117000,117000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,1957.0,Park Gate Residences,Wasl 1,366,Al Kifaf,137.0,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,1.0,Person
CNT20487,1,New,05-04-2011,04-04-2012,35000,35000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,242,Al Ras,0.0,Dubai International Airport,Al Ras Metro Station,Dubai Mall,1.0,Person
CNT428887922,2,Renew,01-05-2016,30-04-2017,50400,50400,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,363,Al Qusais Industrial First,1.0,Dubai International Airport,Airport Free Zone,City Centre Mirdif,1.0,Person
CNT1831995581,1,New,01-02-2022,31-01-2023,122400,122400,12,12,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,395,Jabal Ali Industrial First,13.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CRT1592433016,2,Renew,01-09-2021,31-08-2022,100000,100000,1,1,1,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,1659.0,MUDON PHASE 3 _  NEIGHBOURHOOD I- ARABELLA,Mudon,531,Al Hebiah Sixth,398.0,Dubai Cycling Course,,,1.0,Person
CNT277143883,2,Renew,01-01-2015,31-12-2015,64800,64800,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,367,Al Suq Al Kabeer,17.0,Dubai International Airport,Al Ras Metro Station,Dubai Mall,1.0,Person
CRT354305196,2,Renew,15-11-2015,15-11-2016,170000,169529,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,362,Naif,60.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CNT1127929448,1,New,01-12-2019,30-11-2020,36000,36000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,484,Nadd Hessa,1.0,IMG World Adventures,,,2.0,Authority
CNT1915768060,2,Renew,01-06-2022,31-05-2023,450000,450000,15,11,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Silicon Oasis,484,Nadd Hessa,57.0,IMG World Adventures,,,2.0,Authority
CNT730995109,1,New,01-01-2017,31-12-2017,273600,273600,19,10,1,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,Dubai Investment Park First,458,Dubai Investment Park First,20.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT1941572562,2,Renew,12-07-2022,11-08-2024,242925,121463,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,8.0,JUMEIRAH BUSINESS CENTRE3,Jumeirah Lakes Towers,350,Al Thanyah Fifth,105.0,Burj Al Arab,Damac Properties,Marina Mall,2.0,Authority
CNT1581078022,2,Renew,17-08-2021,16-08-2022,53000,53000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,361,Muhaisanah Fourth,122.0,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,1.0,Person
CNT1889472349,2,Renew,01-07-2022,30-06-2023,34000,34000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Jumeriah Garden City,266,Al Satwa,44.0,Burj Khalifa,Emirates Towers Metro Station,Dubai Mall,1.0,Person
CRT911348226,1,New,15-01-2019,14-01-2020,55000,55000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Jumeirah Lakes Towers,350,Al Thanyah Fifth,60.0,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1.0,Person
